Review_ID,Booking_ID,Review_Text,Rating,Created_At
R203,B203,"Exceptional talent. Perfectly punctual, impeccably presented, and artistically superb. They had the whole room on their feet within minutes. Truly memorable.",5,2025-01-25
R204,B204,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2024-12-01
R205,B205,Okay performance for the price point. They were a few minutes late arriving but made up for it with a decent set. Wouldn't rush to rebook but wouldn't discourage others either.,3,2024-08-13
R206,B206,What an incredible evening. The lighting rig they brought added a whole new dimension to the venue. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-09-16
R207,B207,"Perfect in every way. Incredibly professional attitude from enquiry through to pack-down. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-11-13
R208,B208,Superb performance from start to finish. The vocalist has an exceptional range and genuine stage presence. The guests couldn't stop complimenting the entertainment.,5,2025-04-09
R209,B209,"Some guests enjoyed it, others were less enthused. Sound check took longer than expected but the performance itself was reasonable. Largely delivered what was advertised, I suppose.",3,2024-10-15
R210,B210,"Perfect in every way. Played three of our requested songs and arranged them beautifully. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2026-03-14
R211,B211,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The lighting rig they brought added a whole new dimension to the venue. Cannot recommend highly enough!,5,2024-11-23
R212,B212,High-quality entertainment. Seamlessly transitioned between genres to keep all demographics happy. Everything ran smoothly and the crowd response was fantastic.,4,2025-02-21
R213,B213,"Perfect in every way. The lighting rig they brought added a whole new dimension to the venue. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-08-14
R214,B214,One star is being generous. The performance lasted only 40 minutes despite booking a two-hour slot. Everything that could go wrong did go wrong.,5,2026-01-03
R215,B215,"Fantastic night! We were blown away by how well they adapted to different audience moods. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-05-25
R216,B216,Arrived 45 minutes late with no apology or explanation. Ruined what should have been a special occasion. Completely unprofessional.,5,2025-01-16
R217,B217,"Crowd engagement was phenomenal — they read the room perfectly. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2026-02-05
R218,B218,"Very enjoyable night. The acoustic set during dinner was the perfect touch of elegance. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-01-08
R219,B219,Absolutely appalling. Quality was drastically below what the demo videos suggested. Do not book under any circumstances.,4,2025-01-19
R220,B220,Enjoyed the performance very much. They interacted warmly with guests of all ages and backgrounds. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-08-03
R221,B221,Superb performance from start to finish. Seamlessly transitioned between genres to keep all demographics happy. The guests couldn't stop complimenting the entertainment.,5,2024-09-02
R222,B222,"Some guests enjoyed it, others were less enthused. Some songs resonated really well, but others seemed rehearsed rather than felt. Largely delivered what was advertised, I suppose.",3,2024-10-01
R223,B223,"Fantastic night! Crowd engagement was phenomenal — they read the room perfectly. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2026-02-07
R224,B224,Outstanding! Played three of our requested songs and arranged them beautifully. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-08-14
R225,B225,Good performance and good attitude. Every single technical element was handled with care and expertise. Would appreciate a slightly more varied setlist next time.,4,2026-04-14
R226,B226,"A solid performance, though it felt like they were playing it safe creatively. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2026-03-26
R227,B227,Superb performance from start to finish. They interacted warmly with guests of all ages and backgrounds. The guests couldn't stop complimenting the entertainment.,5,2025-07-29
R228,B228,Arrived a full hour early and set up without any fuss. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-08-04
R229,B229,Best booking decision we ever made. We were blown away by how well they adapted to different audience moods. Professionalism from start to finish. Five stars without hesitation.,5,2024-07-25
R230,B230,"Arrived a full hour early and set up without any fuss. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-11-23
R231,B231,"Decent performance but not quite what we expected. The setlist skewed older than we requested, which divided the crowd a little. Guests seemed to enjoy it though.",3,2025-04-05
R232,B232,"Perfect in every way. The vocalist has an exceptional range and genuine stage presence. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-10-22
R233,B233,Disappointing experience unfortunately. Barely interacted with the audience and seemed disengaged. We expected much better based on the profile.,2,2026-04-12
R234,B234,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The sound quality was absolutely crystal clear all night. Cannot recommend highly enough!,5,2025-01-07
R235,B235,Struggled to connect with the audience. Multiple equipment failures that were never properly resolved. The energy just wasn't there on the night.,2,2026-04-23
R236,B236,Not up to the standard we needed for our event. The performance lasted only 40 minutes despite booking a two-hour slot. Guests noticed and commented on it.,2,2025-07-15
R237,B237,Great experience. Crowd engagement was phenomenal — they read the room perfectly. They were accommodating with our song requests and the vibe was spot on.,4,2025-03-03
R238,B238,"Very enjoyable night. Arrived a full hour early and set up without any fuss. The sound balance could have been slightly better, but the talent speaks for itself.",4,2026-01-01
R239,B239,"Some songs resonated really well, but others seemed rehearsed rather than felt. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2024-11-09
R240,B240,"Decent performance but not quite what we expected. Some technical issues in the first half, though they rallied well after the break. Guests seemed to enjoy it though.",3,2025-09-06
R241,B241,"Superb performance from start to finish. Perfectly punctual, impeccably presented, and artistically superb. The guests couldn't stop complimenting the entertainment.",5,2024-07-06
R242,B242,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Incredibly professional attitude from enquiry through to pack-down. Cannot recommend highly enough!,5,2025-12-06
R243,B243,"We were blown away by how well they adapted to different audience moods. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-10-03
R244,B244,What an incredible evening. The acoustic set during dinner was the perfect touch of elegance. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-07-28
R245,B245,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Every single technical element was handled with care and expertise. Cannot recommend highly enough!,5,2025-01-19
R246,B246,"Fantastic night! Crowd engagement was phenomenal — they read the room perfectly. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-05-27
R247,B247,Let down overall. The performance lasted only 40 minutes despite booking a two-hour slot. The booking process was fine but the actual performance missed the mark.,2,2026-02-12
R248,B248,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. They interacted warmly with guests of all ages and backgrounds. Cannot recommend highly enough!,5,2024-09-10
R249,B249,"Okay performance for the price point. The volume levels were a bit inconsistent, though nothing that ruined the night. Wouldn't rush to rebook but wouldn't discourage others either.",3,2025-09-25
R250,B250,Best booking decision we ever made. Incredibly professional attitude from enquiry through to pack-down. Professionalism from start to finish. Five stars without hesitation.,5,2024-06-09
R251,B251,Outstanding! Played three of our requested songs and arranged them beautifully. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-01-28
R252,B252,"Perfect in every way. We were blown away by how well they adapted to different audience moods. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-01-05
R253,B253,"Fantastic night! Arrived a full hour early and set up without any fuss. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-02-12
R254,B254,"Very enjoyable night. Every single technical element was handled with care and expertise. The sound balance could have been slightly better, but the talent speaks for itself.",4,2024-10-10
R255,B255,"The vocalist has an exceptional range and genuine stage presence. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2026-04-10
R256,B256,Had to be asked repeatedly to adjust the volume to an acceptable level. Ruined what should have been a special occasion. Completely unprofessional.,4,2024-12-08
R257,B257,Really great performance overall. The sound quality was absolutely crystal clear all night. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-08-29
R258,B258,"Perfect in every way. Crowd engagement was phenomenal — they read the room perfectly. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-08-05
R259,B259,Best booking decision we ever made. Every single technical element was handled with care and expertise. Professionalism from start to finish. Five stars without hesitation.,5,2024-07-04
R260,B260,Good performance and good attitude. Every single technical element was handled with care and expertise. Would appreciate a slightly more varied setlist next time.,4,2026-04-18
R261,B261,"Every single technical element was handled with care and expertise. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-11-23
R262,B262,Superb performance from start to finish. The acoustic set during dinner was the perfect touch of elegance. The guests couldn't stop complimenting the entertainment.,5,2024-10-29
R263,B263,Very impressed overall. The acoustic set during dinner was the perfect touch of elegance. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-04-01
R264,B264,"Average overall. Communication before the event took a while, but they delivered on the day. The talent is clearly there but the energy felt inconsistent throughout the evening.",3,2026-04-15
R265,B265,"Fantastic night! The sound quality was absolutely crystal clear all night. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2026-02-23
R266,B266,"Decent performance but not quite what we expected. Some songs resonated really well, but others seemed rehearsed rather than felt. Guests seemed to enjoy it though.",3,2024-11-17
R267,B267,"Fantastic night! Played three of our requested songs and arranged them beautifully. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2024-09-13
R268,B268,"Complete no-show for 40 minutes, then a shambolic performance. Barely interacted with the audience and seemed disengaged. Avoid.",1,2025-03-06
R269,B269,"Their original material was a real talking point among our guests. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-07-09
R270,B270,Best booking decision we ever made. They interacted warmly with guests of all ages and backgrounds. Professionalism from start to finish. Five stars without hesitation.,5,2025-08-25
R271,B271,"Very enjoyable night. We were blown away by how well they adapted to different audience moods. The sound balance could have been slightly better, but the talent speaks for itself.",4,2024-09-13
R272,B272,"Very enjoyable night. Crowd engagement was phenomenal — they read the room perfectly. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-09-19
R273,B273,"Not bad, not great. Some songs resonated really well, but others seemed rehearsed rather than felt. If they tightened up the transitions between songs it would make a big difference.",3,2024-10-04
R274,B274,High-quality entertainment. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Everything ran smoothly and the crowd response was fantastic.,4,2026-03-26
R275,B275,Best booking decision we ever made. The acoustic set during dinner was the perfect touch of elegance. Professionalism from start to finish. Five stars without hesitation.,5,2025-01-01
R276,B276,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2024-08-08
R277,B277,"Perfect in every way. Their original material was a real talking point among our guests. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-11-17
R278,B278,"Fantastic night! We were blown away by how well they adapted to different audience moods. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2026-02-01
R279,B279,High-quality entertainment. The lighting rig they brought added a whole new dimension to the venue. Everything ran smoothly and the crowd response was fantastic.,4,2026-01-31
R280,B280,Seamlessly transitioned between genres to keep all demographics happy. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-04-01
R281,B281,Excellent entertainment! The acoustic set during dinner was the perfect touch of elegance. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-06-20
R282,B282,Really great performance overall. Their original material was a real talking point among our guests. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-03-11
R283,B283,Superb performance from start to finish. Arrived a full hour early and set up without any fuss. The guests couldn't stop complimenting the entertainment.,5,2024-12-21
R284,B284,Wow. Just wow. The acoustic set during dinner was the perfect touch of elegance. If I could give six stars I would. Guests are still talking about it.,5,2024-06-24
R285,B285,Below expectations I'm afraid. Barely interacted with the audience and seemed disengaged. Sound issues throughout that were never properly resolved.,2,2024-09-01
R286,B286,Arrived 45 minutes late with no apology or explanation. Several guests left before the set finished. Not the outcome we were hoping for.,2,2024-07-24
R287,B287,Terrible experience. Quality was drastically below what the demo videos suggested. Asked for a refund and will be leaving reviews everywhere.,5,2025-03-29
R288,B288,Absolutely appalling. The performance lasted only 40 minutes despite booking a two-hour slot. Do not book under any circumstances.,4,2024-10-05
R289,B289,"Exceptional talent. Perfectly punctual, impeccably presented, and artistically superb. They had the whole room on their feet within minutes. Truly memorable.",5,2024-10-11
R290,B290,"They interacted warmly with guests of all ages and backgrounds. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-10-12
R291,B291,"The setlist skewed older than we requested, which divided the crowd a little. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2025-05-24
R292,B292,"The acoustic set during dinner was the perfect touch of elegance. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-08-06
R293,B293,Great experience. Incredibly professional attitude from enquiry through to pack-down. They were accommodating with our song requests and the vibe was spot on.,4,2024-09-19
R294,B294,Outstanding! They stayed thirty minutes over schedule — for free — because the crowd demanded it. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-12-05
R295,B295,Really great performance overall. The acoustic set during dinner was the perfect touch of elegance. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-06-26
R296,B296,"Perfectly punctual, impeccably presented, and artistically superb. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-05-17
R297,B297,Not up to the standard we needed for our event. Attitude was rude and dismissive when guests made requests. Guests noticed and commented on it.,2,2025-10-25
R298,B298,High-quality entertainment. Played three of our requested songs and arranged them beautifully. Everything ran smoothly and the crowd response was fantastic.,4,2024-11-06
R299,B299,Struggled to connect with the audience. The performance lasted only 40 minutes despite booking a two-hour slot. The energy just wasn't there on the night.,2,2025-04-23
R300,B300,Disappointing experience unfortunately. Arrived 45 minutes late with no apology or explanation. We expected much better based on the profile.,2,2026-04-12
R301,B301,Wow. Just wow. Crowd engagement was phenomenal — they read the room perfectly. If I could give six stars I would. Guests are still talking about it.,2,2026-06-09
R302,B302,Let down overall. Had to be asked repeatedly to adjust the volume to an acceptable level. The booking process was fine but the actual performance missed the mark.,2,2026-04-12
R303,B303,"Wow. Just wow. Perfectly punctual, impeccably presented, and artistically superb. If I could give six stars I would. Guests are still talking about it.",5,2026-03-10
R304,B304,Quality was drastically below what the demo videos suggested. Arrived late and the performance was below par. Wouldn't recommend for a formal event.,2,2024-07-21
R305,B305,"Perfect in every way. Every single technical element was handled with care and expertise. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-09-02
R306,B306,"Fantastic night! Seamlessly transitioned between genres to keep all demographics happy. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-03-10
R307,B307,Outstanding! The lighting rig they brought added a whole new dimension to the venue. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2024-08-28
R308,B308,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2024-12-09
R309,B309,Best booking decision we ever made. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Professionalism from start to finish. Five stars without hesitation.,5,2025-10-16
R310,B310,Excellent entertainment! They interacted warmly with guests of all ages and backgrounds. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-03-12
R311,B311,Worst booking I have ever made. Barely interacted with the audience and seemed disengaged. The 'performance' was embarrassing for everyone.,3,2025-07-02
R312,B312,Regret this booking. Arrived 45 minutes late with no apology or explanation. Have had far better experiences with other performers at similar price points.,2,2025-10-28
R313,B313,"Decent performance but not quite what we expected. Communication before the event took a while, but they delivered on the day. Guests seemed to enjoy it though.",3,2026-02-12
R314,B314,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-03-15
R315,B315,"Best booking decision we ever made. Perfectly punctual, impeccably presented, and artistically superb. Professionalism from start to finish. Five stars without hesitation.",5,2024-12-15
R316,B316,"The volume levels were a bit inconsistent, though nothing that ruined the night. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2024-07-22
R317,B317,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Cannot recommend highly enough!,5,2025-10-30
R318,B318,Exceptional talent. The sound quality was absolutely crystal clear all night. They had the whole room on their feet within minutes. Truly memorable.,5,2026-01-27
R319,B319,Superb performance from start to finish. Crowd engagement was phenomenal — they read the room perfectly. The guests couldn't stop complimenting the entertainment.,5,2026-01-31
R320,B320,Really great performance overall. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-02-22
R321,B321,"Perfect in every way. Seamlessly transitioned between genres to keep all demographics happy. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-09-06
R322,B322,Excellent entertainment! Every single technical element was handled with care and expertise. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2026-05-11
R323,B323,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2026-01-16
R324,B324,Really great performance overall. Played three of our requested songs and arranged them beautifully. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-03-23
R325,B325,"Fairly good but room for improvement. The setlist skewed older than we requested, which divided the crowd a little. Worth trying if the budget is tight, but there are better options.",3,2024-09-07
R326,B326,Very impressed overall. Crowd engagement was phenomenal — they read the room perfectly. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-06-05
R327,B327,Exceptional talent. The lighting rig they brought added a whole new dimension to the venue. They had the whole room on their feet within minutes. Truly memorable.,5,2025-09-28
R328,B328,"Some guests enjoyed it, others were less enthused. Some technical issues in the first half, though they rallied well after the break. Largely delivered what was advertised, I suppose.",3,2025-07-13
R329,B329,Communication was poor and the performance reflected that. Ignored our pre-agreed setlist and played entirely different material. Would not rebook.,2,2025-10-19
R330,B330,"Hit and miss. Sound check took longer than expected but the performance itself was reasonable. Good at times, but struggled to keep momentum after the break.",3,2026-03-19
R331,B331,Played three of our requested songs and arranged them beautifully. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-12-15
R332,B332,Best booking decision we ever made. Played three of our requested songs and arranged them beautifully. Professionalism from start to finish. Five stars without hesitation.,5,2025-12-25
R333,B333,Good performance and good attitude. Arrived a full hour early and set up without any fuss. Would appreciate a slightly more varied setlist next time.,4,2026-05-03
R334,B334,Struggled to connect with the audience. Ignored our pre-agreed setlist and played entirely different material. The energy just wasn't there on the night.,2,2024-08-23
R335,B335,Best booking decision we ever made. Arrived a full hour early and set up without any fuss. Professionalism from start to finish. Five stars without hesitation.,5,2025-06-09
R336,B336,Really great performance overall. The lighting rig they brought added a whole new dimension to the venue. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-06-05
R337,B337,"Incredibly professional attitude from enquiry through to pack-down. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-03-20
R338,B338,"Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Perfectly punctual, impeccably presented, and artistically superb. Cannot recommend highly enough!",5,2025-09-23
R339,B339,"Perfect in every way. The lighting rig they brought added a whole new dimension to the venue. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-11-04
R340,B340,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2025-08-29
R341,B341,Okay performance for the price point. Sound check took longer than expected but the performance itself was reasonable. Wouldn't rush to rebook but wouldn't discourage others either.,3,2024-10-21
R342,B342,Wow. Just wow. The lighting rig they brought added a whole new dimension to the venue. If I could give six stars I would. Guests are still talking about it.,5,2026-03-22
R343,B343,Outstanding! Every single technical element was handled with care and expertise. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-11-03
R344,B344,Struggled to connect with the audience. Sound quality was poor throughout — muffled and unbalanced. The energy just wasn't there on the night.,2,2025-11-01
R345,B345,What an incredible evening. Seamlessly transitioned between genres to keep all demographics happy. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-11-04
R346,B346,Enjoyed the performance very much. The sound quality was absolutely crystal clear all night. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2024-08-09
R347,B347,Exceptional talent. Their original material was a real talking point among our guests. They had the whole room on their feet within minutes. Truly memorable.,5,2024-10-09
R348,B348,"Perfect in every way. The acoustic set during dinner was the perfect touch of elegance. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-11-07
R349,B349,Exceptional talent. They stayed thirty minutes over schedule — for free — because the crowd demanded it. They had the whole room on their feet within minutes. Truly memorable.,5,2025-05-30
R350,B350,Wow. Just wow. The acoustic set during dinner was the perfect touch of elegance. If I could give six stars I would. Guests are still talking about it.,5,2024-09-08
R351,B351,Superb performance from start to finish. They stayed thirty minutes over schedule — for free — because the crowd demanded it. The guests couldn't stop complimenting the entertainment.,5,2024-11-28
R352,B352,Genuinely shocking. Had to be asked repeatedly to adjust the volume to an acceptable level. I have been attending events for 20 years and this was the worst entertainment I have ever witnessed.,1,2025-01-25
R353,B353,Outstanding! The acoustic set during dinner was the perfect touch of elegance. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-06-03
R354,B354,Excellent entertainment! Crowd engagement was phenomenal — they read the room perfectly. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2026-06-09
R355,B355,"Played three of our requested songs and arranged them beautifully. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2024-12-19
R356,B356,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-07-23
R357,B357,"Very enjoyable night. The vocalist has an exceptional range and genuine stage presence. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-06-01
R358,B358,Very impressed overall. The acoustic set during dinner was the perfect touch of elegance. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-05-01
R359,B359,Very impressed overall. Crowd engagement was phenomenal — they read the room perfectly. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-02-26
R360,B360,"Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Perfectly punctual, impeccably presented, and artistically superb. Cannot recommend highly enough!",5,2025-09-06
R361,B361,"Perfect in every way. Arrived a full hour early and set up without any fuss. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-09-09
R362,B362,"A solid performance, though it felt like they were playing it safe creatively. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2026-02-11
R363,B363,What an incredible evening. Seamlessly transitioned between genres to keep all demographics happy. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-06-17
R364,B364,Every single technical element was handled with care and expertise. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-02-17
R365,B365,Outstanding! Played three of our requested songs and arranged them beautifully. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2024-08-30
R366,B366,Arrived a full hour early and set up without any fuss. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2024-07-22
R367,B367,Stay away. Arrived 45 minutes late with no apology or explanation. Not a single positive thing to say about the experience.,4,2024-06-05
R368,B368,"Complete no-show for 40 minutes, then a shambolic performance. The performance lasted only 40 minutes despite booking a two-hour slot. Avoid.",5,2024-11-20
R369,B369,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Cannot recommend highly enough!,5,2026-02-03
R370,B370,"Their original material was a real talking point among our guests. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-06-30
R371,B371,What an incredible evening. The sound quality was absolutely crystal clear all night. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-07-13
R372,B372,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Played three of our requested songs and arranged them beautifully. Cannot recommend highly enough!,5,2025-01-01
R373,B373,High-quality entertainment. The vocalist has an exceptional range and genuine stage presence. Everything ran smoothly and the crowd response was fantastic.,4,2025-05-05
R374,B374,Excellent entertainment! We were blown away by how well they adapted to different audience moods. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-05-15
R375,B375,"Enjoyed the performance very much. Perfectly punctual, impeccably presented, and artistically superb. Would rate 5 stars if setup time had been shorter. Still highly recommended.",4,2024-11-21
R376,B376,"Perfect in every way. The sound quality was absolutely crystal clear all night. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-12-04
R377,B377,"Perfect in every way. The acoustic set during dinner was the perfect touch of elegance. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2026-02-20
R378,B378,Really great performance overall. The lighting rig they brought added a whole new dimension to the venue. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-11-04
R379,B379,Stay away. The performance lasted only 40 minutes despite booking a two-hour slot. Not a single positive thing to say about the experience.,5,2026-03-27
R380,B380,What an incredible evening. We were blown away by how well they adapted to different audience moods. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-02-10
R381,B381,"Fantastic night! Crowd engagement was phenomenal — they read the room perfectly. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-08-08
R382,B382,Genuinely shocking. Barely interacted with the audience and seemed disengaged. I have been attending events for 20 years and this was the worst entertainment I have ever witnessed.,5,2024-07-18
R383,B383,Decent performance but not quite what we expected. The energy picked up significantly in the second set — wish the first had matched it. Guests seemed to enjoy it though.,3,2025-05-07
R384,B384,"Wow. Just wow. Perfectly punctual, impeccably presented, and artistically superb. If I could give six stars I would. Guests are still talking about it.",5,2026-05-23
R385,B385,Communication was poor and the performance reflected that. Ignored our pre-agreed setlist and played entirely different material. Would not rebook.,2,2025-03-25
R386,B386,"Really great performance overall. Perfectly punctual, impeccably presented, and artistically superb. Minor technical hiccup at the start but they handled it gracefully. Would book again.",4,2024-09-28
R387,B387,Really great performance overall. We were blown away by how well they adapted to different audience moods. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-03-22
R388,B388,Disgusting level of professionalism. Quality was drastically below what the demo videos suggested. Will be pursuing this through the platform dispute process.,4,2025-02-25
R389,B389,Enjoyed the performance very much. Seamlessly transitioned between genres to keep all demographics happy. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-03-25
R390,B390,Great experience. The lighting rig they brought added a whole new dimension to the venue. They were accommodating with our song requests and the vibe was spot on.,4,2025-12-30
R391,B391,Very impressed overall. Played three of our requested songs and arranged them beautifully. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-01-06
R392,B392,Attitude was rude and dismissive when guests made requests. Several guests left before the set finished. Not the outcome we were hoping for.,2,2024-10-20
R393,B393,"Not bad, not great. They were a few minutes late arriving but made up for it with a decent set. If they tightened up the transitions between songs it would make a big difference.",3,2025-12-08
R394,B394,Disgusting level of professionalism. The performance lasted only 40 minutes despite booking a two-hour slot. Will be pursuing this through the platform dispute process.,4,2025-12-11
R395,B395,Disgusting level of professionalism. Attitude was rude and dismissive when guests made requests. Will be pursuing this through the platform dispute process.,1,2024-11-01
R396,B396,One star is being generous. Had to be asked repeatedly to adjust the volume to an acceptable level. Everything that could go wrong did go wrong.,3,2025-08-06
R397,B397,Outstanding! The sound quality was absolutely crystal clear all night. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-11-17
R398,B398,High-quality entertainment. Arrived a full hour early and set up without any fuss. Everything ran smoothly and the crowd response was fantastic.,4,2026-05-12
R399,B399,"Perfect in every way. Their original material was a real talking point among our guests. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-05-04
R400,B400,Good performance and good attitude. Incredibly professional attitude from enquiry through to pack-down. Would appreciate a slightly more varied setlist next time.,4,2025-06-09
R401,B401,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The acoustic set during dinner was the perfect touch of elegance. Cannot recommend highly enough!,5,2026-05-12
R402,B402,Exceptional talent. Every single technical element was handled with care and expertise. They had the whole room on their feet within minutes. Truly memorable.,5,2025-11-05
R403,B403,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Crowd engagement was phenomenal — they read the room perfectly. Cannot recommend highly enough!,1,2024-07-31
R404,B404,"Communication before the event took a while, but they delivered on the day. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2025-04-12
