Booking_ID,Musician_ID,Client_ID,Event_ID,Date_Time,Duration,Price_Charged,Rating
B465,M089,C086,E615,2025-07-21 18:30,3,7440,5
B466,M135,C034,E583,2026-01-07 20:00,4,3590,5
B467,M391,C157,E637,2025-12-26 20:00,2,6260,5
B468,M002,C218,E302,2025-06-05 22:30,4,3700,4
B469,M398,C265,E207,2026-01-04 19:30,3,1440,4
B470,M248,C053,E214,2026-05-11 22:00,5,6970,4
B471,M137,C020,E627,2024-08-19 16:30,3,4750,4
B472,M364,C091,E256,2026-03-13 18:30,3,3840,3
B473,M009,C138,E352,2024-07-03 15:00,2,10270,2
B474,M082,C287,E356,2024-10-10 20:30,4,10240,5
B475,M309,C246,E383,2026-05-06 17:00,4,7290,4
B476,M108,C050,E335,2025-12-28 19:00,4,2660,4
B477,M243,C282,E265,2025-10-07 16:00,3,5270,5
B478,M183,C070,E603,2025-10-30 18:30,3,4350,4
B479,M365,C206,E758,2025-11-12 15:00,4,4520,4
B480,M299,C297,E461,2025-02-24 16:30,3,1300,5
B481,M418,C012,E718,2026-03-08 15:30,5,7300,4
B482,M478,C111,E027,2025-02-11 20:30,4,5500,5
B483,M462,C230,E734,2025-11-25 17:00,2,4460,5
B484,M364,C001,E443,2024-11-22 21:00,4,3000,5
B485,M347,C197,E021,2026-04-18 19:00,3,3070,5
B486,M093,C146,E700,2025-05-04 17:30,4,11490,4
B487,M436,C143,E020,2026-03-21 21:00,3,8180,5
B488,M294,C118,E725,2026-03-18 18:30,3,2190,3
B489,M373,C136,E730,2026-01-16 17:30,5,20980,4
B490,M409,C275,E483,2025-08-30 13:30,3,14710,5
B491,M415,C170,E035,2026-01-30 18:30,2,6100,5
B492,M177,C252,E552,2024-07-23 17:30,3,6540,4
B493,M220,C128,E645,2025-04-22 20:00,3,7570,4
B494,M430,C198,E573,2024-11-19 13:00,2,2130,4
B495,M072,C282,E783,2025-04-01 20:30,3,3680,3
B496,M425,C076,E516,2025-12-08 19:30,5,27390,5
B497,M441,C199,E050,2025-10-17 21:30,3,460,5
B498,M165,C145,E260,2025-06-07 18:00,2,4350,4
B499,M304,C126,E800,2024-11-18 14:00,2,2840,5
B500,M100,C190,E155,2026-03-01 21:30,3,3210,5
B501,M449,C230,E761,2024-11-28 22:30,5,5170,5
B502,M245,C220,E473,2025-09-30 21:30,2,1960,3
B503,M277,C022,E456,2026-02-06 21:30,3,16660,5
B504,M402,C136,E501,2024-10-18 22:30,4,5950,5
B505,M345,C123,E280,2024-11-15 16:30,5,5870,5
B506,M236,C236,E195,2025-03-20 15:30,4,16900,5
B507,M250,C239,E246,2024-11-10 21:00,3,4460,2
B508,M224,C182,E492,2025-01-14 20:00,2,2210,4
B509,M045,C163,E306,2025-02-15 19:00,4,13280,5
B510,M315,C030,E061,2024-06-21 20:00,4,3750,2
B511,M212,C260,E382,2026-01-28 17:30,2,8440,5
B512,M332,C217,E342,2024-06-17 19:30,3,5440,4
B513,M467,C221,E134,2026-02-14 17:00,6,13940,5
B514,M246,C293,E267,2024-09-05 17:30,4,10470,5
B515,M406,C040,E371,2025-02-15 19:00,2,1940,5
B516,M367,C161,E606,2024-12-08 19:30,6,6800,3
B517,M038,C157,E437,2024-07-23 18:30,3,5750,3
B518,M001,C237,E685,2024-08-09 18:00,4,3620,5
B519,M311,C191,E726,2026-05-31 21:00,4,2980,4
B520,M008,C035,E384,2024-10-18 21:30,3,4170,4
B521,M002,C093,E238,2025-07-12 21:30,3,2020,4
B522,M151,C247,E324,2025-06-08 20:00,4,4170,4
B523,M137,C182,E069,2024-08-16 22:30,2,3380,5
B524,M167,C125,E497,2025-09-06 16:30,2,2270,3
B525,M370,C174,E751,2025-01-01 18:30,2,1610,5
B526,M096,C135,E003,2025-11-25 20:30,3,4840,5
B527,M387,C247,E232,2025-12-30 22:00,4,2550,5
B528,M352,C209,E699,2025-04-08 17:00,3,18360,5
B529,M048,C047,E310,2025-05-11 21:00,6,15580,3
B530,M264,C101,E364,2025-01-16 22:00,3,5240,4
B531,M188,C270,E081,2025-04-12 19:00,4,6160,3
B532,M305,C176,E564,2025-05-31 18:00,5,19100,2
B533,M165,C039,E536,2024-06-26 17:30,5,14060,5
B534,M179,C266,E385,2024-07-20 13:00,4,16890,3
B535,M112,C106,E183,2025-01-18 21:00,5,6110,4
B536,M377,C293,E546,2025-08-17 20:30,2,2590,5
B537,M028,C101,E750,2024-07-19 14:30,6,8620,4
B538,M096,C066,E395,2026-03-29 19:00,4,15240,4
B539,M051,C190,E161,2024-06-27 20:00,3,8570,4
B540,M089,C264,E105,2024-12-06 19:30,3,9360,4
B541,M162,C206,E090,2024-08-15 18:00,2,2350,4
B542,M193,C101,E657,2025-10-20 19:00,4,8810,4
B543,M005,C226,E304,2024-08-06 18:30,3,8510,3
B544,M217,C282,E759,2024-09-23 20:00,3,10650,4
B545,M373,C157,E244,2024-08-20 18:30,3,13360,3
B546,M371,C095,E572,2024-12-06 14:30,3,2650,4
B547,M184,C029,E274,2025-02-18 20:30,3,4830,5
B548,M482,C196,E430,2025-10-13 22:00,6,6940,5
B549,M270,C068,E745,2026-04-27 14:30,2,1690,5
B550,M216,C073,E127,2025-01-18 20:00,3,1540,2
B551,M042,C256,E704,2025-07-27 13:30,3,8140,4
B552,M290,C196,E634,2025-08-11 18:00,6,16400,4
B553,M258,C045,E278,2024-08-15 17:00,4,4610,5
B554,M064,C068,E505,2024-06-06 20:00,3,11240,5
B555,M020,C238,E032,2024-11-09 20:00,5,3870,4
B556,M064,C098,E753,2025-07-01 19:30,3,15970,3
B557,M162,C096,E091,2024-10-29 22:00,5,9380,4
B558,M470,C205,E647,2025-09-03 18:00,1,3020,4
B559,M390,C094,E178,2024-12-27 19:30,3,7150,4
B560,M144,C205,E489,2025-07-26 21:30,4,5540,4
B561,M010,C043,E594,2025-05-08 21:00,4,11250,5
B562,M104,C049,E266,2024-11-10 19:30,5,8700,5
B563,M272,C262,E504,2026-04-17 21:30,3,7240,4
B564,M105,C027,E076,2025-10-06 20:30,3,2110,5
B565,M286,C005,E199,2025-04-07 21:30,5,3590,5
B566,M112,C009,E016,2026-04-19 22:30,2,2520,5
B567,M422,C267,E263,2025-11-02 19:00,3,2430,4
B568,M156,C038,E584,2025-08-22 20:00,3,6200,4
B569,M022,C186,E749,2026-03-23 21:30,2,740,4
B570,M404,C170,E058,2025-06-14 20:00,4,7580,5
B571,M137,C262,E570,2026-05-19 21:30,4,4730,5
B572,M336,C086,E706,2024-09-12 16:30,3,2270,5
B573,M276,C001,E735,2025-03-23 22:00,4,1250,3
B574,M231,C262,E043,2025-04-05 21:00,3,3580,5
B575,M310,C205,E019,2024-10-31 20:00,3,4370,4
B576,M367,C295,E276,2024-06-21 19:30,3,5530,4
B577,M465,C166,E084,2025-04-16 19:00,5,7690,5
B578,M078,C258,E644,2024-11-14 13:30,4,5040,5
B579,M355,C150,E066,2026-03-21 20:00,6,13290,5
B580,M060,C253,E668,2024-06-08 22:00,3,3160,4
B581,M194,C224,E786,2024-10-15 18:00,3,4920,4
B582,M304,C122,E543,2025-02-15 22:30,5,4050,5
B583,M473,C180,E580,2026-03-29 22:30,4,10680,2
B584,M413,C044,E197,2024-07-17 20:00,4,2490,5
B585,M089,C144,E159,2025-06-24 15:00,2,6520,5
B586,M112,C086,E763,2024-09-20 21:00,3,5120,2
B587,M379,C224,E533,2026-05-03 19:30,4,4590,3
B588,M482,C141,E519,2025-01-06 21:00,1,970,5
B589,M214,C249,E409,2026-04-02 21:00,2,1320,4
B590,M442,C021,E158,2025-03-20 18:30,4,1590,5
B591,M022,C171,E140,2025-03-27 16:30,4,1410,4
B592,M315,C033,E307,2025-12-12 18:30,2,1940,5
B593,M219,C079,E358,2024-07-08 22:30,4,2530,1
B594,M363,C112,E329,2024-08-16 20:00,3,11210,5
B595,M432,C282,E349,2026-03-04 22:00,2,6640,4
B596,M199,C245,E622,2025-07-18 13:00,4,6680,5
B597,M288,C012,E457,2024-10-17 20:30,4,13140,3
B598,M034,C248,E517,2025-01-02 14:30,3,2200,5
B599,M183,C052,E170,2024-07-17 21:00,3,2570,5
B600,M377,C265,E690,2026-02-02 13:30,4,3370,5
