Review_ID,Booking_ID,Review_Text,Rating,Created_At,vader_score,bert_score,Sentiment_Score,Sentiment_Label,Musician_ID,Avg_Musician_Rating,Review_Length,Sentiment_Rating_Gap,anomaly_score,is_anomaly
R124,B124,"Perfect in every way. The acoustic set during dinner was the perfect touch of elegance. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-08-14,0.965,,0.965,POSITIVE,M389,4.666666666666667,26,0.03500000000000003,0.1757,False
R125,B125,Worst booking I have ever made. The performance lasted only 40 minutes despite booking a two-hour slot. The 'performance' was embarrassing for everyone.,5,2024-08-13,0.1141,,0.1141,NEGATIVE,M103,4.0,23,0.8859,-0.0438,True
R126,B126,Barely interacted with the audience and seemed disengaged. We ended up playing a Spotify playlist for our guests. A total waste of money.,1,2026-01-22,0.3416,,0.3416,NEGATIVE,M497,3.0,23,0.3416,-0.0226,True
R127,B127,Best booking decision we ever made. Crowd engagement was phenomenal — they read the room perfectly. Professionalism from start to finish. Five stars without hesitation.,5,2025-12-03,0.961,,0.961,POSITIVE,M285,3.0,25,0.039000000000000035,0.0882,False
R128,B128,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. We were blown away by how well they adapted to different audience moods. Cannot recommend highly enough!,5,2025-04-29,0.4612,,0.4612,NEUTRAL,M418,4.0,34,0.5388,-0.0018,True
R129,B129,"Perfect in every way. Seamlessly transitioned between genres to keep all demographics happy. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2026-02-01,0.9467,,0.9467,POSITIVE,M383,4.666666666666667,24,0.053300000000000014,0.1974,False
R130,B130,Best booking decision we ever made. Their original material was a real talking point among our guests. Professionalism from start to finish. Five stars without hesitation.,5,2026-01-31,0.904,,0.904,POSITIVE,M202,4.666666666666667,26,0.09599999999999997,0.1877,False
R131,B131,"Perfect in every way. We were blown away by how well they adapted to different audience moods. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-10-20,0.9221,,0.9221,POSITIVE,M015,5.0,28,0.07789999999999997,0.1869,False
R132,B132,Wow. Just wow. Incredibly professional attitude from enquiry through to pack-down. If I could give six stars I would. Guests are still talking about it.,5,2026-04-19,0.9112,,0.9112,POSITIVE,M061,5.0,25,0.08879999999999999,0.2018,False
R133,B133,"Very enjoyable night. Arrived a full hour early and set up without any fuss. The sound balance could have been slightly better, but the talent speaks for itself.",4,2026-03-11,0.8825,,0.8825,POSITIVE,M433,3.3333333333333335,28,0.13249999999999995,0.1426,False
R134,B134,Let down overall. Had to be asked repeatedly to adjust the volume to an acceptable level. The booking process was fine but the actual performance missed the mark.,2,2026-02-16,0.405,,0.405,NEUTRAL,M025,3.0,28,0.15500000000000003,0.0402,False
R135,B135,Very impressed overall. The acoustic set during dinner was the perfect touch of elegance. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-05-22,0.968,,0.968,POSITIVE,M137,4.5,24,0.21799999999999997,0.1755,False
R136,B136,Exceptional talent. Seamlessly transitioned between genres to keep all demographics happy. They had the whole room on their feet within minutes. Truly memorable.,5,2025-01-02,0.9328,,0.9328,POSITIVE,M259,5.0,23,0.06720000000000004,0.1956,False
R137,B137,Outstanding! Arrived a full hour early and set up without any fuss. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2024-12-08,0.927,,0.927,POSITIVE,M400,5.0,26,0.07299999999999995,0.1959,False
R138,B138,Wow. Just wow. Arrived a full hour early and set up without any fuss. If I could give six stars I would. Guests are still talking about it.,5,2024-09-12,0.9112,,0.9112,POSITIVE,M226,4.0,28,0.08879999999999999,0.1773,False
R139,B139,Best booking decision we ever made. The acoustic set during dinner was the perfect touch of elegance. Professionalism from start to finish. Five stars without hesitation.,5,2025-06-14,0.9578,,0.9578,POSITIVE,M013,5.0,26,0.042200000000000015,0.1796,False
R140,B140,Outstanding! Every single technical element was handled with care and expertise. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-02-17,0.9555,,0.9555,POSITIVE,M241,4.5,25,0.044499999999999984,0.2026,False
R141,B141,Great experience. They stayed thirty minutes over schedule — for free — because the crowd demanded it. They were accommodating with our song requests and the vibe was spot on.,4,2024-12-20,0.879,,0.879,POSITIVE,M418,4.0,30,0.129,0.1696,False
R142,B142,Really great performance overall. The acoustic set during dinner was the perfect touch of elegance. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-11-30,0.9466,,0.9466,POSITIVE,M216,3.0,29,0.1966,0.0957,False
R143,B143,"Superb performance from start to finish. Perfectly punctual, impeccably presented, and artistically superb. The guests couldn't stop complimenting the entertainment.",5,2025-07-01,0.9685,,0.9685,POSITIVE,M250,3.5,20,0.03149999999999997,0.0938,False
R144,B144,"Fantastic night! The sound quality was absolutely crystal clear all night. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2024-09-26,0.9488,,0.9488,POSITIVE,M054,5.0,22,0.05120000000000002,0.1735,False
R145,B145,Excellent entertainment! Arrived a full hour early and set up without any fuss. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-03-03,0.951,,0.951,POSITIVE,M425,3.75,25,0.20099999999999996,0.1837,False
R146,B146,"The acoustic set during dinner was the perfect touch of elegance. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-08-02,0.888,,0.888,POSITIVE,M433,3.3333333333333335,32,0.138,0.0827,False
R147,B147,"Okay performance for the price point. Some technical issues in the first half, though they rallied well after the break. Wouldn't rush to rebook but wouldn't discourage others either.",3,2025-10-26,0.806,,0.806,POSITIVE,M305,3.5,29,0.30600000000000005,0.1115,False
R148,B148,Arrived a full hour early and set up without any fuss. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-07-04,0.812,,0.812,POSITIVE,M072,3.75,24,0.18799999999999994,0.132,False
R149,B149,Mixed feelings. Started really strongly then seemed to lose the room halfway through. They were a few minutes late arriving but made up for it with a decent set.,3,2026-02-23,0.4802,,0.4802,NEUTRAL,M190,3.0,29,0.019799999999999984,0.0482,False
R150,B150,Enjoyed the performance very much. Every single technical element was handled with care and expertise. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-10-12,0.911,,0.911,POSITIVE,M286,4.5,28,0.16100000000000003,0.1943,False
R151,B151,"They interacted warmly with guests of all ages and backgrounds. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-02-15,0.8194,,0.8194,POSITIVE,M270,4.75,31,0.06940000000000002,0.1102,False
R152,B152,"Enjoyed the performance very much. Perfectly punctual, impeccably presented, and artistically superb. Would rate 5 stars if setup time had been shorter. Still highly recommended.",4,2025-11-10,0.9661,,0.9661,POSITIVE,M149,4.0,25,0.21609999999999996,0.1856,False
R153,B153,"Perfectly punctual, impeccably presented, and artistically superb. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2026-04-30,0.9092,,0.9092,POSITIVE,M200,4.0,28,0.1592,0.2028,False
R154,B154,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Arrived a full hour early and set up without any fuss. Cannot recommend highly enough!,5,2024-11-19,0.3298,,0.3298,NEGATIVE,M407,5.0,32,0.6702,0.0132,False
R155,B155,"Complete no-show for 40 minutes, then a shambolic performance. Had to be asked repeatedly to adjust the volume to an acceptable level. Avoid.",1,2026-03-29,0.5129,,0.5129,NEUTRAL,M379,3.0,23,0.5129,-0.0356,True
R156,B156,Regret this booking. Attitude was rude and dismissive when guests made requests. Have had far better experiences with other performers at similar price points.,2,2025-04-19,0.2798,,0.2798,NEGATIVE,M156,3.0,24,0.029799999999999993,0.0426,False
R157,B157,Worst booking I have ever made. Sound quality was poor throughout — muffled and unbalanced. The 'performance' was embarrassing for everyone.,1,2025-04-29,0.0656,,0.0656,NEGATIVE,M246,3.0,21,0.0656,-0.0494,True
R158,B158,Exceptional talent. Arrived a full hour early and set up without any fuss. They had the whole room on their feet within minutes. Truly memorable.,5,2024-09-18,0.8589,,0.8589,POSITIVE,M010,5.0,25,0.1411,0.1716,False
R159,B159,"Okay performance for the price point. A solid performance, though it felt like they were playing it safe creatively. Wouldn't rush to rebook but wouldn't discourage others either.",3,2024-07-09,0.9112,,0.9112,POSITIVE,M131,3.0,28,0.4112,0.0848,False
R160,B160,"The lighting rig they brought added a whole new dimension to the venue. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-09-30,0.7398,,0.7398,POSITIVE,M263,3.6666666666666665,34,0.010199999999999987,0.0341,False
R161,B161,Wow. Just wow. Their original material was a real talking point among our guests. If I could give six stars I would. Guests are still talking about it.,5,2026-02-03,0.936,,0.936,POSITIVE,M395,5.0,28,0.06399999999999995,0.1825,False
R162,B162,Really great performance overall. Played three of our requested songs and arranged them beautifully. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-09-13,0.9423,,0.9423,POSITIVE,M323,4.5,28,0.19230000000000003,0.1888,False
R163,B163,What an incredible evening. Their original material was a real talking point among our guests. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-05-18,0.923,,0.923,POSITIVE,M185,4.5,25,0.07699999999999996,0.2071,False
R164,B164,"Not bad, not great. Good talent but the pacing felt uneven — big peaks and then lulls. If they tightened up the transitions between songs it would make a big difference.",3,2026-02-13,0.552,,0.552,NEUTRAL,M246,3.0,31,0.052000000000000046,0.0307,False
R165,B165,Very impressed overall. They interacted warmly with guests of all ages and backgrounds. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-07-25,0.9402,,0.9402,POSITIVE,M314,4.0,23,0.19020000000000004,0.1911,False
R166,B166,Good performance and good attitude. Crowd engagement was phenomenal — they read the room perfectly. Would appreciate a slightly more varied setlist next time.,4,2026-01-31,0.9702,,0.9702,POSITIVE,M304,4.5,24,0.22019999999999995,0.1723,False
R167,B167,Stay away. Quality was drastically below what the demo videos suggested. Not a single positive thing to say about the experience.,5,2026-05-30,0.2775,,0.2775,NEGATIVE,M454,4.5,21,0.7224999999999999,0.0272,False
R168,B168,Wow. Just wow. Seamlessly transitioned between genres to keep all demographics happy. If I could give six stars I would. Guests are still talking about it.,5,2025-09-09,0.9531,,0.9531,POSITIVE,M377,5.0,26,0.04690000000000005,0.1857,False
R169,B169,"Very enjoyable night. The sound quality was absolutely crystal clear all night. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-03-27,0.9098,,0.9098,POSITIVE,M478,4.0,26,0.15980000000000005,0.2015,False
R170,B170,Stay away. Attitude was rude and dismissive when guests made requests. Not a single positive thing to say about the experience.,5,2024-10-10,0.1442,,0.1442,NEGATIVE,M267,5.0,21,0.8558,-0.0325,True
R171,B171,"The lighting rig they brought added a whole new dimension to the venue. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-12-11,0.7398,,0.7398,POSITIVE,M180,4.0,34,0.010199999999999987,0.0421,False
R172,B172,Very impressed overall. They interacted warmly with guests of all ages and backgrounds. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-09-21,0.9402,,0.9402,POSITIVE,M443,4.0,23,0.19020000000000004,0.1911,False
R173,B173,What an incredible evening. Every single technical element was handled with care and expertise. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-04-02,0.9342,,0.9342,POSITIVE,M224,4.75,24,0.06579999999999997,0.1956,False
R174,B174,Best booking decision we ever made. They interacted warmly with guests of all ages and backgrounds. Professionalism from start to finish. Five stars without hesitation.,5,2024-10-01,0.9139,,0.9139,POSITIVE,M193,4.5,25,0.08609999999999995,0.2084,False
R175,B175,Wow. Just wow. We were blown away by how well they adapted to different audience moods. If I could give six stars I would. Guests are still talking about it.,5,2024-08-26,0.9329,,0.9329,POSITIVE,M311,4.0,30,0.06710000000000005,0.1499,False
R176,B176,Terrible experience. Ignored our pre-agreed setlist and played entirely different material. Asked for a refund and will be leaving reviews everywhere.,1,2025-07-17,0.2706,,0.2706,NEGATIVE,M425,3.75,21,0.2706,-0.0241,True
R177,B177,One star is being generous. Multiple equipment failures that were never properly resolved. Everything that could go wrong did go wrong.,4,2026-05-21,0.124,,0.124,NEGATIVE,M342,4.0,21,0.626,0.0258,False
R178,B178,"Communication before the event took a while, but they delivered on the day. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2024-10-25,0.5,,0.5,NEUTRAL,M264,3.6666666666666665,25,0.0,0.0681,False
R179,B179,They stayed thirty minutes over schedule — for free — because the crowd demanded it. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-08-28,0.8787,,0.8787,POSITIVE,M361,5.0,28,0.12129999999999996,0.1714,False
R180,B180,The performance lasted only 40 minutes despite booking a two-hour slot. Arrived late and the performance was below par. Wouldn't recommend for a formal event.,2,2025-12-03,0.3622,,0.3622,NEGATIVE,M171,2.3333333333333335,25,0.11220000000000002,0.0217,False
R181,B181,"The acoustic set during dinner was the perfect touch of elegance. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-09-22,0.9584,,0.9584,POSITIVE,M410,4.0,23,0.20840000000000003,0.1837,False
R182,B182,"Fantastic night! Arrived a full hour early and set up without any fuss. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2024-12-15,0.9202,,0.9202,POSITIVE,M241,4.5,24,0.07979999999999998,0.2069,False
R183,B183,"Not bad, not great. Some songs resonated really well, but others seemed rehearsed rather than felt. If they tightened up the transitions between songs it would make a big difference.",3,2026-01-30,0.7689,,0.7689,POSITIVE,M305,3.5,30,0.26890000000000003,0.1046,False
R184,B184,"Very impressed overall. Perfectly punctual, impeccably presented, and artistically superb. Communication beforehand was quick and clear. Performance delivered as promised.",4,2026-01-11,0.976,,0.976,POSITIVE,M277,4.5,20,0.22599999999999998,0.1142,False
R185,B185,Exceptional talent. Every single technical element was handled with care and expertise. They had the whole room on their feet within minutes. Truly memorable.,5,2025-10-06,0.924,,0.924,POSITIVE,M231,5.0,24,0.07599999999999996,0.2041,False
R186,B186,"Mixed feelings. Started really strongly then seemed to lose the room halfway through. The setlist skewed older than we requested, which divided the crowd a little.",3,2025-05-22,0.4605,,0.4605,NEUTRAL,M078,3.6666666666666665,26,0.03949999999999998,0.0765,False
R187,B187,"Fantastic night! Every single technical element was handled with care and expertise. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-02-22,0.9522,,0.9522,POSITIVE,M011,4.5,23,0.047799999999999954,0.1971,False
R188,B188,"The sound quality was absolutely crystal clear all night. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2026-02-06,0.8246,,0.8246,POSITIVE,M194,4.333333333333333,30,0.0746,0.1518,False
R189,B189,"Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Perfectly punctual, impeccably presented, and artistically superb. Cannot recommend highly enough!",5,2025-02-15,0.9084,,0.9084,POSITIVE,M117,5.0,28,0.09160000000000001,0.1874,False
R190,B190,"Perfect in every way. The sound quality was absolutely crystal clear all night. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-09-27,0.9357,,0.9357,POSITIVE,M298,5.0,24,0.06430000000000002,0.2022,False
R191,B191,Crowd engagement was phenomenal — they read the room perfectly. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2024-09-16,0.953,,0.953,POSITIVE,M003,5.0,23,0.04700000000000004,0.191,False
R192,B192,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. They interacted warmly with guests of all ages and backgrounds. Cannot recommend highly enough!,5,2024-07-03,0.611,,0.611,POSITIVE,M293,5.0,31,0.389,0.0443,False
R193,B193,"Played three of our requested songs and arranged them beautifully. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-12-24,0.9521,,0.9521,POSITIVE,M307,3.5,22,0.20209999999999995,0.145,False
R194,B194,Excellent entertainment! The vocalist has an exceptional range and genuine stage presence. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-11-29,0.951,,0.951,POSITIVE,M184,4.75,24,0.20099999999999996,0.1591,False
R195,B195,Best booking decision we ever made. Incredibly professional attitude from enquiry through to pack-down. Professionalism from start to finish. Five stars without hesitation.,5,2025-05-27,0.8598,,0.8598,POSITIVE,M360,4.5,23,0.1402,0.1803,False
R196,B196,Exceptional talent. Played three of our requested songs and arranged them beautifully. They had the whole room on their feet within minutes. Truly memorable.,5,2024-11-21,0.9538,,0.9538,POSITIVE,M481,5.0,24,0.04620000000000002,0.1952,False
R197,B197,Their original material was a real talking point among our guests. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-04-26,0.875,,0.875,POSITIVE,M121,4.0,24,0.125,0.1718,False
R198,B198,Every single technical element was handled with care and expertise. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-07-25,0.9035,,0.9035,POSITIVE,M069,5.0,23,0.09650000000000003,0.1898,False
R199,B199,Really great performance overall. They interacted warmly with guests of all ages and backgrounds. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-05-18,0.923,,0.923,POSITIVE,M454,4.5,28,0.17300000000000004,0.1898,False
R200,B200,"Good talent but the pacing felt uneven — big peaks and then lulls. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2026-01-29,0.962,,0.962,POSITIVE,M367,3.5,32,0.46199999999999997,0.0449,False
R201,B201,The lighting rig they brought added a whole new dimension to the venue. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-05-22,0.7782,,0.7782,POSITIVE,M468,5.0,26,0.2218,0.0972,False
R202,B202,Good performance and good attitude. The sound quality was absolutely crystal clear all night. Would appreciate a slightly more varied setlist next time.,4,2024-11-21,0.9427,,0.9427,POSITIVE,M339,4.6,23,0.19269999999999998,0.1706,False
R203,B203,"Exceptional talent. Perfectly punctual, impeccably presented, and artistically superb. They had the whole room on their feet within minutes. Truly memorable.",5,2025-01-25,0.9695,,0.9695,POSITIVE,M335,5.0,21,0.03049999999999997,0.136,False
R204,B204,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2024-12-01,0.7186,,0.7186,POSITIVE,M044,5.0,30,0.2814,0.0777,False
R205,B205,Okay performance for the price point. They were a few minutes late arriving but made up for it with a decent set. Wouldn't rush to rebook but wouldn't discourage others either.,3,2024-08-13,0.7672,,0.7672,POSITIVE,M316,4.333333333333333,31,0.2672,0.087,False
R206,B206,What an incredible evening. The lighting rig they brought added a whole new dimension to the venue. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-09-16,0.8628,,0.8628,POSITIVE,M316,4.333333333333333,27,0.1372,0.1788,False
R207,B207,"Perfect in every way. Incredibly professional attitude from enquiry through to pack-down. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-11-13,0.8953,,0.8953,POSITIVE,M104,5.0,23,0.10470000000000002,0.1873,False
R208,B208,Superb performance from start to finish. The vocalist has an exceptional range and genuine stage presence. The guests couldn't stop complimenting the entertainment.,5,2025-04-09,0.8629,,0.8629,POSITIVE,M192,5.0,23,0.1371,0.1671,False
R209,B209,"Some guests enjoyed it, others were less enthused. Sound check took longer than expected but the performance itself was reasonable. Largely delivered what was advertised, I suppose.",3,2024-10-15,0.7298,,0.7298,POSITIVE,M326,4.0,27,0.2298,0.1197,False
R210,B210,"Perfect in every way. Played three of our requested songs and arranged them beautifully. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2026-03-14,0.96,,0.96,POSITIVE,M416,5.0,25,0.040000000000000036,0.1902,False
R211,B211,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The lighting rig they brought added a whole new dimension to the venue. Cannot recommend highly enough!,5,2024-11-23,0.2796,,0.2796,NEGATIVE,M409,5.0,34,0.7203999999999999,-0.0221,True
R212,B212,High-quality entertainment. Seamlessly transitioned between genres to keep all demographics happy. Everything ran smoothly and the crowd response was fantastic.,4,2025-02-21,0.939,,0.939,POSITIVE,M432,4.5,20,0.18899999999999995,0.1422,False
R213,B213,"Perfect in every way. The lighting rig they brought added a whole new dimension to the venue. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-08-14,0.879,,0.879,POSITIVE,M317,5.0,28,0.121,0.1724,False
R214,B214,One star is being generous. The performance lasted only 40 minutes despite booking a two-hour slot. Everything that could go wrong did go wrong.,5,2026-01-03,0.2798,,0.2798,NEGATIVE,M358,3.75,24,0.7202,0.009,False
R215,B215,"Fantastic night! We were blown away by how well they adapted to different audience moods. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-05-25,0.939,,0.939,POSITIVE,M220,4.666666666666667,26,0.061000000000000054,0.1915,False
R216,B216,Arrived 45 minutes late with no apology or explanation. Ruined what should have been a special occasion. Completely unprofessional.,5,2025-01-16,0.185,,0.185,NEGATIVE,M071,4.5,19,0.815,-0.0171,True
R217,B217,"Crowd engagement was phenomenal — they read the room perfectly. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2026-02-05,0.9616,,0.9616,POSITIVE,M082,4.5,22,0.2116,0.1631,False
R218,B218,"Very enjoyable night. The acoustic set during dinner was the perfect touch of elegance. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-01-08,0.9375,,0.9375,POSITIVE,M431,3.6666666666666665,28,0.1875,0.1713,False
R219,B219,Absolutely appalling. Quality was drastically below what the demo videos suggested. Do not book under any circumstances.,4,2025-01-19,0.29,,0.29,NEGATIVE,M171,2.3333333333333335,17,0.46,-0.059,True
R220,B220,Enjoyed the performance very much. They interacted warmly with guests of all ages and backgrounds. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-08-03,0.898,,0.898,POSITIVE,M170,4.5,28,0.14800000000000002,0.1933,False
R221,B221,Superb performance from start to finish. Seamlessly transitioned between genres to keep all demographics happy. The guests couldn't stop complimenting the entertainment.,5,2024-09-02,0.9342,,0.9342,POSITIVE,M161,5.0,22,0.06579999999999997,0.1777,False
R222,B222,"Some guests enjoyed it, others were less enthused. Some songs resonated really well, but others seemed rehearsed rather than felt. Largely delivered what was advertised, I suppose.",3,2024-10-01,0.7859,,0.7859,POSITIVE,M357,3.75,27,0.28590000000000004,0.1222,False
R223,B223,"Fantastic night! Crowd engagement was phenomenal — they read the room perfectly. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2026-02-07,0.9726,,0.9726,POSITIVE,M295,4.333333333333333,23,0.02739999999999998,0.1686,False
R224,B224,Outstanding! Played three of our requested songs and arranged them beautifully. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-08-14,0.9688,,0.9688,POSITIVE,M072,3.75,25,0.031200000000000006,0.1637,False
R225,B225,Good performance and good attitude. Every single technical element was handled with care and expertise. Would appreciate a slightly more varied setlist next time.,4,2026-04-14,0.9467,,0.9467,POSITIVE,M358,3.75,24,0.19669999999999999,0.1846,False
R226,B226,"A solid performance, though it felt like they were playing it safe creatively. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2026-03-26,0.973,,0.973,POSITIVE,M385,4.0,32,0.473,0.0457,False
R227,B227,Superb performance from start to finish. They interacted warmly with guests of all ages and backgrounds. The guests couldn't stop complimenting the entertainment.,5,2025-07-29,0.9155,,0.9155,POSITIVE,M054,5.0,23,0.08450000000000002,0.1962,False
R228,B228,Arrived a full hour early and set up without any fuss. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-08-04,0.812,,0.812,POSITIVE,M389,4.666666666666667,24,0.18799999999999994,0.1315,False
R229,B229,Best booking decision we ever made. We were blown away by how well they adapted to different audience moods. Professionalism from start to finish. Five stars without hesitation.,5,2024-07-25,0.8986,,0.8986,POSITIVE,M464,5.0,28,0.10140000000000005,0.1823,False
R230,B230,"Arrived a full hour early and set up without any fuss. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-11-23,0.7607,,0.7607,POSITIVE,M245,3.5,32,0.010700000000000043,0.0658,False
R231,B231,"Decent performance but not quite what we expected. The setlist skewed older than we requested, which divided the crowd a little. Guests seemed to enjoy it though.",3,2025-04-05,0.8243,,0.8243,POSITIVE,M243,4.333333333333333,27,0.32430000000000003,0.1087,False
R232,B232,"Perfect in every way. The vocalist has an exceptional range and genuine stage presence. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-10-22,0.8953,,0.8953,POSITIVE,M241,4.5,25,0.10470000000000002,0.2007,False
R233,B233,Disappointing experience unfortunately. Barely interacted with the audience and seemed disengaged. We expected much better based on the profile.,2,2026-04-12,0.2991,,0.2991,NEGATIVE,M028,3.0,19,0.04909999999999998,0.0084,False
R234,B234,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The sound quality was absolutely crystal clear all night. Cannot recommend highly enough!,5,2025-01-07,0.632,,0.632,POSITIVE,M255,5.0,30,0.368,0.051,False
R235,B235,Struggled to connect with the audience. Multiple equipment failures that were never properly resolved. The energy just wasn't there on the night.,2,2026-04-23,0.2058,,0.2058,NEGATIVE,M072,3.75,22,0.04419999999999999,0.0251,False
R236,B236,Not up to the standard we needed for our event. The performance lasted only 40 minutes despite booking a two-hour slot. Guests noticed and commented on it.,2,2025-07-15,0.5,,0.5,NEUTRAL,M436,3.5,27,0.25,0.0519,False
R237,B237,Great experience. Crowd engagement was phenomenal — they read the room perfectly. They were accommodating with our song requests and the vibe was spot on.,4,2025-03-03,0.9531,,0.9531,POSITIVE,M266,4.0,25,0.20309999999999995,0.1985,False
R238,B238,"Very enjoyable night. Arrived a full hour early and set up without any fuss. The sound balance could have been slightly better, but the talent speaks for itself.",4,2026-01-01,0.8825,,0.8825,POSITIVE,M478,4.0,28,0.13249999999999995,0.1954,False
R239,B239,"Some songs resonated really well, but others seemed rehearsed rather than felt. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2024-11-09,0.952,,0.952,POSITIVE,M342,4.0,31,0.45199999999999996,0.0809,False
R240,B240,"Decent performance but not quite what we expected. Some technical issues in the first half, though they rallied well after the break. Guests seemed to enjoy it though.",3,2025-09-06,0.8938,,0.8938,POSITIVE,M278,3.5,28,0.39380000000000004,0.1081,False
R241,B241,"Superb performance from start to finish. Perfectly punctual, impeccably presented, and artistically superb. The guests couldn't stop complimenting the entertainment.",5,2024-07-06,0.9685,,0.9685,POSITIVE,M203,5.0,20,0.03149999999999997,0.1242,False
R242,B242,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Incredibly professional attitude from enquiry through to pack-down. Cannot recommend highly enough!,5,2025-12-06,0.3298,,0.3298,NEGATIVE,M432,4.5,29,0.6702,0.0341,False
R243,B243,"We were blown away by how well they adapted to different audience moods. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-10-03,0.8008,,0.8008,POSITIVE,M360,4.5,34,0.050799999999999956,0.0669,False
R244,B244,What an incredible evening. The acoustic set during dinner was the perfect touch of elegance. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-07-28,0.9622,,0.9622,POSITIVE,M429,5.0,25,0.037799999999999945,0.1886,False
R245,B245,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Every single technical element was handled with care and expertise. Cannot recommend highly enough!,5,2025-01-19,0.668,,0.668,POSITIVE,M448,5.0,31,0.33199999999999996,0.0535,False
R246,B246,"Fantastic night! Crowd engagement was phenomenal — they read the room perfectly. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-05-27,0.9726,,0.9726,POSITIVE,M360,4.5,23,0.02739999999999998,0.1743,False
R247,B247,Let down overall. The performance lasted only 40 minutes despite booking a two-hour slot. The booking process was fine but the actual performance missed the mark.,2,2026-02-12,0.33,,0.33,NEGATIVE,M263,3.6666666666666665,26,0.08000000000000002,0.042,False
R248,B248,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. They interacted warmly with guests of all ages and backgrounds. Cannot recommend highly enough!,5,2024-09-10,0.611,,0.611,POSITIVE,M149,4.0,31,0.389,0.0661,False
