Review_ID,Booking_ID,Review_Text,Rating,Created_At,vader_score,bert_score,Sentiment_Score,Sentiment_Label
R153,B153,"Perfectly punctual, impeccably presented, and artistically superb. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2026-04-30,0.9092,0.983,0.9535,POSITIVE
R154,B154,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Arrived a full hour early and set up without any fuss. Cannot recommend highly enough!,5,2024-11-19,0.3298,0.9826,0.7215,POSITIVE
R155,B155,"Complete no-show for 40 minutes, then a shambolic performance. Had to be asked repeatedly to adjust the volume to an acceptable level. Avoid.",1,2026-03-29,0.5129,0.8406,0.7095,POSITIVE
R156,B156,Regret this booking. Attitude was rude and dismissive when guests made requests. Have had far better experiences with other performers at similar price points.,2,2025-04-19,0.2798,0.2424,0.2573,NEGATIVE
R157,B157,Worst booking I have ever made. Sound quality was poor throughout — muffled and unbalanced. The 'performance' was embarrassing for everyone.,1,2025-04-29,0.0656,0.2411,0.1709,NEGATIVE
R158,B158,Exceptional talent. Arrived a full hour early and set up without any fuss. They had the whole room on their feet within minutes. Truly memorable.,5,2024-09-18,0.8589,0.9828,0.9333,POSITIVE
R159,B159,"Okay performance for the price point. A solid performance, though it felt like they were playing it safe creatively. Wouldn't rush to rebook but wouldn't discourage others either.",3,2024-07-09,0.9112,0.5,0.6645,POSITIVE
R160,B160,"The lighting rig they brought added a whole new dimension to the venue. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-09-30,0.7398,0.9827,0.8855,POSITIVE
R161,B161,Wow. Just wow. Their original material was a real talking point among our guests. If I could give six stars I would. Guests are still talking about it.,5,2026-02-03,0.936,0.9834,0.9644,POSITIVE
R162,B162,Really great performance overall. Played three of our requested songs and arranged them beautifully. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-09-13,0.9423,0.9832,0.9669,POSITIVE
R163,B163,What an incredible evening. Their original material was a real talking point among our guests. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-05-18,0.923,0.9837,0.9594,POSITIVE
R164,B164,"Not bad, not great. Good talent but the pacing felt uneven — big peaks and then lulls. If they tightened up the transitions between songs it would make a big difference.",3,2026-02-13,0.552,0.5,0.5208,NEUTRAL
R165,B165,Very impressed overall. They interacted warmly with guests of all ages and backgrounds. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-07-25,0.9402,0.9832,0.966,POSITIVE
R166,B166,Good performance and good attitude. Crowd engagement was phenomenal — they read the room perfectly. Would appreciate a slightly more varied setlist next time.,4,2026-01-31,0.9702,0.9837,0.9783,POSITIVE
R167,B167,Stay away. Quality was drastically below what the demo videos suggested. Not a single positive thing to say about the experience.,5,2026-05-30,0.2775,0.2508,0.2615,NEGATIVE
R168,B168,Wow. Just wow. Seamlessly transitioned between genres to keep all demographics happy. If I could give six stars I would. Guests are still talking about it.,5,2025-09-09,0.9531,0.9834,0.9713,POSITIVE
R169,B169,"Very enjoyable night. The sound quality was absolutely crystal clear all night. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-03-27,0.9098,0.983,0.9537,POSITIVE
R170,B170,Stay away. Attitude was rude and dismissive when guests made requests. Not a single positive thing to say about the experience.,5,2024-10-10,0.1442,0.7723,0.5211,NEUTRAL
R171,B171,"The lighting rig they brought added a whole new dimension to the venue. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-12-11,0.7398,0.9827,0.8855,POSITIVE
R172,B172,Very impressed overall. They interacted warmly with guests of all ages and backgrounds. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-09-21,0.9402,0.9832,0.966,POSITIVE
R173,B173,What an incredible evening. Every single technical element was handled with care and expertise. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-04-02,0.9342,0.9831,0.9635,POSITIVE
R174,B174,Best booking decision we ever made. They interacted warmly with guests of all ages and backgrounds. Professionalism from start to finish. Five stars without hesitation.,5,2024-10-01,0.9139,0.9829,0.9553,POSITIVE
R175,B175,Wow. Just wow. We were blown away by how well they adapted to different audience moods. If I could give six stars I would. Guests are still talking about it.,5,2024-08-26,0.9329,0.9834,0.9632,POSITIVE
R176,B176,Terrible experience. Ignored our pre-agreed setlist and played entirely different material. Asked for a refund and will be leaving reviews everywhere.,1,2025-07-17,0.2706,0.247,0.2564,NEGATIVE
R177,B177,One star is being generous. Multiple equipment failures that were never properly resolved. Everything that could go wrong did go wrong.,4,2026-05-21,0.124,0.9779,0.6363,POSITIVE
R178,B178,"Communication before the event took a while, but they delivered on the day. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2024-10-25,0.5,0.5,0.5,NEUTRAL
R179,B179,They stayed thirty minutes over schedule — for free — because the crowd demanded it. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-08-28,0.8787,0.9837,0.9417,POSITIVE
R180,B180,The performance lasted only 40 minutes despite booking a two-hour slot. Arrived late and the performance was below par. Wouldn't recommend for a formal event.,2,2025-12-03,0.3622,0.2321,0.2841,NEGATIVE
R181,B181,"The acoustic set during dinner was the perfect touch of elegance. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-09-22,0.9584,0.9822,0.9727,POSITIVE
R182,B182,"Fantastic night! Arrived a full hour early and set up without any fuss. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2024-12-15,0.9202,0.9833,0.9581,POSITIVE
R183,B183,"Not bad, not great. Some songs resonated really well, but others seemed rehearsed rather than felt. If they tightened up the transitions between songs it would make a big difference.",3,2026-01-30,0.7689,0.5,0.6076,POSITIVE
R184,B184,"Very impressed overall. Perfectly punctual, impeccably presented, and artistically superb. Communication beforehand was quick and clear. Performance delivered as promised.",4,2026-01-11,0.976,0.9824,0.9799,POSITIVE
R185,B185,Exceptional talent. Every single technical element was handled with care and expertise. They had the whole room on their feet within minutes. Truly memorable.,5,2025-10-06,0.924,0.982,0.9588,POSITIVE
R186,B186,"Mixed feelings. Started really strongly then seemed to lose the room halfway through. The setlist skewed older than we requested, which divided the crowd a little.",3,2025-05-22,0.4605,0.5,0.4842,NEUTRAL
R187,B187,"Fantastic night! Every single technical element was handled with care and expertise. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-02-22,0.9522,0.9831,0.9707,POSITIVE
R188,B188,"The sound quality was absolutely crystal clear all night. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2026-02-06,0.8246,0.9829,0.9195,POSITIVE
R189,B189,"Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Perfectly punctual, impeccably presented, and artistically superb. Cannot recommend highly enough!",5,2025-02-15,0.9084,0.9832,0.9532,POSITIVE
R190,B190,"Perfect in every way. The sound quality was absolutely crystal clear all night. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-09-27,0.9357,0.9833,0.9643,POSITIVE
R191,B191,Crowd engagement was phenomenal — they read the room perfectly. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2024-09-16,0.953,0.9837,0.9714,POSITIVE
R192,B192,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. They interacted warmly with guests of all ages and backgrounds. Cannot recommend highly enough!,5,2024-07-03,0.611,0.9837,0.8346,POSITIVE
R193,B193,"Played three of our requested songs and arranged them beautifully. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-12-24,0.9521,0.983,0.9706,POSITIVE
R194,B194,Excellent entertainment! The vocalist has an exceptional range and genuine stage presence. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-11-29,0.951,0.9827,0.97,POSITIVE
R195,B195,Best booking decision we ever made. Incredibly professional attitude from enquiry through to pack-down. Professionalism from start to finish. Five stars without hesitation.,5,2025-05-27,0.8598,0.9821,0.9332,POSITIVE
R196,B196,Exceptional talent. Played three of our requested songs and arranged them beautifully. They had the whole room on their feet within minutes. Truly memorable.,5,2024-11-21,0.9538,0.9825,0.971,POSITIVE
R197,B197,Their original material was a real talking point among our guests. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-04-26,0.875,0.9834,0.9401,POSITIVE
R198,B198,Every single technical element was handled with care and expertise. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-07-25,0.9035,0.9828,0.9511,POSITIVE
R199,B199,Really great performance overall. They interacted warmly with guests of all ages and backgrounds. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-05-18,0.923,0.9835,0.9593,POSITIVE
R200,B200,"Good talent but the pacing felt uneven — big peaks and then lulls. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2026-01-29,0.962,0.5,0.6848,POSITIVE
R201,B201,The lighting rig they brought added a whole new dimension to the venue. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-05-22,0.7782,0.9826,0.9008,POSITIVE
R202,B202,Good performance and good attitude. The sound quality was absolutely crystal clear all night. Would appreciate a slightly more varied setlist next time.,4,2024-11-21,0.9427,0.9823,0.9665,POSITIVE
R203,B203,"Exceptional talent. Perfectly punctual, impeccably presented, and artistically superb. They had the whole room on their feet within minutes. Truly memorable.",5,2025-01-25,0.9695,0.9824,0.9772,POSITIVE
R204,B204,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2024-12-01,0.7186,0.9833,0.8774,POSITIVE
R205,B205,Okay performance for the price point. They were a few minutes late arriving but made up for it with a decent set. Wouldn't rush to rebook but wouldn't discourage others either.,3,2024-08-13,0.7672,0.5,0.6069,POSITIVE
R206,B206,What an incredible evening. The lighting rig they brought added a whole new dimension to the venue. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-09-16,0.8628,0.983,0.935,POSITIVE
R207,B207,"Perfect in every way. Incredibly professional attitude from enquiry through to pack-down. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-11-13,0.8953,0.9831,0.948,POSITIVE
R208,B208,Superb performance from start to finish. The vocalist has an exceptional range and genuine stage presence. The guests couldn't stop complimenting the entertainment.,5,2025-04-09,0.8629,0.9825,0.9346,POSITIVE
R209,B209,"Some guests enjoyed it, others were less enthused. Sound check took longer than expected but the performance itself was reasonable. Largely delivered what was advertised, I suppose.",3,2024-10-15,0.7298,0.5,0.5919,NEUTRAL
R210,B210,"Perfect in every way. Played three of our requested songs and arranged them beautifully. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2026-03-14,0.96,0.9832,0.974,POSITIVE
R211,B211,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The lighting rig they brought added a whole new dimension to the venue. Cannot recommend highly enough!,5,2024-11-23,0.2796,0.9832,0.7018,POSITIVE
R212,B212,High-quality entertainment. Seamlessly transitioned between genres to keep all demographics happy. Everything ran smoothly and the crowd response was fantastic.,4,2025-02-21,0.939,0.9832,0.9655,POSITIVE
R213,B213,"Perfect in every way. The lighting rig they brought added a whole new dimension to the venue. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-08-14,0.879,0.9829,0.9413,POSITIVE
R214,B214,One star is being generous. The performance lasted only 40 minutes despite booking a two-hour slot. Everything that could go wrong did go wrong.,5,2026-01-03,0.2798,0.9773,0.6983,POSITIVE
R215,B215,"Fantastic night! We were blown away by how well they adapted to different audience moods. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-05-25,0.939,0.9833,0.9656,POSITIVE
R216,B216,Arrived 45 minutes late with no apology or explanation. Ruined what should have been a special occasion. Completely unprofessional.,5,2025-01-16,0.185,0.9515,0.6449,POSITIVE
R217,B217,"Crowd engagement was phenomenal — they read the room perfectly. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2026-02-05,0.9616,0.9836,0.9748,POSITIVE
R218,B218,"Very enjoyable night. The acoustic set during dinner was the perfect touch of elegance. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-01-08,0.9375,0.9827,0.9646,POSITIVE
R219,B219,Absolutely appalling. Quality was drastically below what the demo videos suggested. Do not book under any circumstances.,4,2025-01-19,0.29,0.9328,0.6757,POSITIVE
R220,B220,Enjoyed the performance very much. They interacted warmly with guests of all ages and backgrounds. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-08-03,0.898,0.9839,0.9495,POSITIVE
R221,B221,Superb performance from start to finish. Seamlessly transitioned between genres to keep all demographics happy. The guests couldn't stop complimenting the entertainment.,5,2024-09-02,0.9342,0.9831,0.9636,POSITIVE
R222,B222,"Some guests enjoyed it, others were less enthused. Some songs resonated really well, but others seemed rehearsed rather than felt. Largely delivered what was advertised, I suppose.",3,2024-10-01,0.7859,0.5,0.6144,POSITIVE
R223,B223,"Fantastic night! Crowd engagement was phenomenal — they read the room perfectly. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2026-02-07,0.9726,0.9833,0.979,POSITIVE
R224,B224,Outstanding! Played three of our requested songs and arranged them beautifully. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-08-14,0.9688,0.9831,0.9774,POSITIVE
R225,B225,Good performance and good attitude. Every single technical element was handled with care and expertise. Would appreciate a slightly more varied setlist next time.,4,2026-04-14,0.9467,0.982,0.9679,POSITIVE
R226,B226,"A solid performance, though it felt like they were playing it safe creatively. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2026-03-26,0.973,0.5,0.6892,POSITIVE
R227,B227,Superb performance from start to finish. They interacted warmly with guests of all ages and backgrounds. The guests couldn't stop complimenting the entertainment.,5,2025-07-29,0.9155,0.9832,0.9561,POSITIVE
R228,B228,Arrived a full hour early and set up without any fuss. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-08-04,0.812,0.9835,0.9149,POSITIVE
R229,B229,Best booking decision we ever made. We were blown away by how well they adapted to different audience moods. Professionalism from start to finish. Five stars without hesitation.,5,2024-07-25,0.8986,0.9832,0.9494,POSITIVE
R230,B230,"Arrived a full hour early and set up without any fuss. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-11-23,0.7607,0.982,0.8934,POSITIVE
R231,B231,"Decent performance but not quite what we expected. The setlist skewed older than we requested, which divided the crowd a little. Guests seemed to enjoy it though.",3,2025-04-05,0.8243,0.5,0.6297,POSITIVE
R232,B232,"Perfect in every way. The vocalist has an exceptional range and genuine stage presence. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-10-22,0.8953,0.9826,0.9477,POSITIVE
R233,B233,Disappointing experience unfortunately. Barely interacted with the audience and seemed disengaged. We expected much better based on the profile.,2,2026-04-12,0.2991,0.2341,0.2601,NEGATIVE
R234,B234,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The sound quality was absolutely crystal clear all night. Cannot recommend highly enough!,5,2025-01-07,0.632,0.9831,0.8427,POSITIVE
R235,B235,Struggled to connect with the audience. Multiple equipment failures that were never properly resolved. The energy just wasn't there on the night.,2,2026-04-23,0.2058,0.2285,0.2194,NEGATIVE
R236,B236,Not up to the standard we needed for our event. The performance lasted only 40 minutes despite booking a two-hour slot. Guests noticed and commented on it.,2,2025-07-15,0.5,0.2402,0.3441,NEGATIVE
R237,B237,Great experience. Crowd engagement was phenomenal — they read the room perfectly. They were accommodating with our song requests and the vibe was spot on.,4,2025-03-03,0.9531,0.9835,0.9714,POSITIVE
R238,B238,"Very enjoyable night. Arrived a full hour early and set up without any fuss. The sound balance could have been slightly better, but the talent speaks for itself.",4,2026-01-01,0.8825,0.9833,0.943,POSITIVE
R239,B239,"Some songs resonated really well, but others seemed rehearsed rather than felt. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2024-11-09,0.952,0.5,0.6808,POSITIVE
R240,B240,"Decent performance but not quite what we expected. Some technical issues in the first half, though they rallied well after the break. Guests seemed to enjoy it though.",3,2025-09-06,0.8938,0.5,0.6575,POSITIVE
R241,B241,"Superb performance from start to finish. Perfectly punctual, impeccably presented, and artistically superb. The guests couldn't stop complimenting the entertainment.",5,2024-07-06,0.9685,0.9825,0.9769,POSITIVE
R242,B242,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Incredibly professional attitude from enquiry through to pack-down. Cannot recommend highly enough!,5,2025-12-06,0.3298,0.9827,0.7215,POSITIVE
R243,B243,"We were blown away by how well they adapted to different audience moods. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-10-03,0.8008,0.9833,0.9103,POSITIVE
R244,B244,What an incredible evening. The acoustic set during dinner was the perfect touch of elegance. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-07-28,0.9622,0.983,0.9747,POSITIVE
R245,B245,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Every single technical element was handled with care and expertise. Cannot recommend highly enough!,5,2025-01-19,0.668,0.9831,0.8571,POSITIVE
R246,B246,"Fantastic night! Crowd engagement was phenomenal — they read the room perfectly. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-05-27,0.9726,0.9833,0.979,POSITIVE
R247,B247,Let down overall. The performance lasted only 40 minutes despite booking a two-hour slot. The booking process was fine but the actual performance missed the mark.,2,2026-02-12,0.33,0.2266,0.2679,NEGATIVE
R248,B248,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. They interacted warmly with guests of all ages and backgrounds. Cannot recommend highly enough!,5,2024-09-10,0.611,0.9837,0.8346,POSITIVE
R249,B249,"Okay performance for the price point. The volume levels were a bit inconsistent, though nothing that ruined the night. Wouldn't rush to rebook but wouldn't discourage others either.",3,2025-09-25,0.82,0.5,0.628,POSITIVE
R250,B250,Best booking decision we ever made. Incredibly professional attitude from enquiry through to pack-down. Professionalism from start to finish. Five stars without hesitation.,5,2024-06-09,0.8598,0.9821,0.9332,POSITIVE
R251,B251,Outstanding! Played three of our requested songs and arranged them beautifully. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-01-28,0.9688,0.9831,0.9774,POSITIVE
R252,B252,"Perfect in every way. We were blown away by how well they adapted to different audience moods. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-01-05,0.9221,0.9835,0.959,POSITIVE
R253,B253,"Fantastic night! Arrived a full hour early and set up without any fuss. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-02-12,0.9202,0.9833,0.9581,POSITIVE
R254,B254,"Very enjoyable night. Every single technical element was handled with care and expertise. The sound balance could have been slightly better, but the talent speaks for itself.",4,2024-10-10,0.9136,0.9832,0.9553,POSITIVE
R255,B255,"The vocalist has an exceptional range and genuine stage presence. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2026-04-10,0.7607,0.9832,0.8942,POSITIVE
R256,B256,Had to be asked repeatedly to adjust the volume to an acceptable level. Ruined what should have been a special occasion. Completely unprofessional.,4,2024-12-08,0.2997,0.9314,0.6787,POSITIVE
R257,B257,Really great performance overall. The sound quality was absolutely crystal clear all night. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-08-29,0.9248,0.9831,0.9597,POSITIVE
R258,B258,"Perfect in every way. Crowd engagement was phenomenal — they read the room perfectly. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-08-05,0.9674,0.9838,0.9772,POSITIVE
R259,B259,Best booking decision we ever made. Every single technical element was handled with care and expertise. Professionalism from start to finish. Five stars without hesitation.,5,2024-07-04,0.9244,0.9824,0.9592,POSITIVE
R260,B260,Good performance and good attitude. Every single technical element was handled with care and expertise. Would appreciate a slightly more varied setlist next time.,4,2026-04-18,0.9467,0.982,0.9679,POSITIVE
R261,B261,"Every single technical element was handled with care and expertise. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-11-23,0.8334,0.9831,0.9233,POSITIVE
R262,B262,Superb performance from start to finish. The acoustic set during dinner was the perfect touch of elegance. The guests couldn't stop complimenting the entertainment.,5,2024-10-29,0.9584,0.9831,0.9732,POSITIVE
R263,B263,Very impressed overall. The acoustic set during dinner was the perfect touch of elegance. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-04-01,0.968,0.983,0.977,POSITIVE
R264,B264,"Average overall. Communication before the event took a while, but they delivered on the day. The talent is clearly there but the energy felt inconsistent throughout the evening.",3,2026-04-15,0.936,0.5,0.6744,POSITIVE
R265,B265,"Fantastic night! The sound quality was absolutely crystal clear all night. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2026-02-23,0.9488,0.9827,0.9691,POSITIVE
R266,B266,"Decent performance but not quite what we expected. Some songs resonated really well, but others seemed rehearsed rather than felt. Guests seemed to enjoy it though.",3,2024-11-17,0.906,0.5,0.6624,POSITIVE
R267,B267,"Fantastic night! Played three of our requested songs and arranged them beautifully. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2024-09-13,0.9669,0.9835,0.9769,POSITIVE
R268,B268,"Complete no-show for 40 minutes, then a shambolic performance. Barely interacted with the audience and seemed disengaged. Avoid.",1,2025-03-06,0.352,0.8597,0.6566,POSITIVE
R269,B269,"Their original material was a real talking point among our guests. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-07-09,0.8072,0.9828,0.9125,POSITIVE
R270,B270,Best booking decision we ever made. They interacted warmly with guests of all ages and backgrounds. Professionalism from start to finish. Five stars without hesitation.,5,2025-08-25,0.9139,0.9829,0.9553,POSITIVE
R271,B271,"Very enjoyable night. We were blown away by how well they adapted to different audience moods. The sound balance could have been slightly better, but the talent speaks for itself.",4,2024-09-13,0.8996,0.983,0.9497,POSITIVE
R272,B272,"Very enjoyable night. Crowd engagement was phenomenal — they read the room perfectly. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-09-19,0.9404,0.9835,0.9662,POSITIVE
R273,B273,"Not bad, not great. Some songs resonated really well, but others seemed rehearsed rather than felt. If they tightened up the transitions between songs it would make a big difference.",3,2024-10-04,0.7689,0.5,0.6076,POSITIVE
R274,B274,High-quality entertainment. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Everything ran smoothly and the crowd response was fantastic.,4,2026-03-26,0.9158,0.9827,0.956,POSITIVE
R275,B275,Best booking decision we ever made. The acoustic set during dinner was the perfect touch of elegance. Professionalism from start to finish. Five stars without hesitation.,5,2025-01-01,0.9578,0.983,0.9729,POSITIVE
R276,B276,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2024-08-08,0.8589,0.9819,0.9327,POSITIVE
R277,B277,"Perfect in every way. Their original material was a real talking point among our guests. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-11-17,0.926,0.9835,0.9605,POSITIVE
R278,B278,"Fantastic night! We were blown away by how well they adapted to different audience moods. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2026-02-01,0.939,0.9833,0.9656,POSITIVE
R279,B279,High-quality entertainment. The lighting rig they brought added a whole new dimension to the venue. Everything ran smoothly and the crowd response was fantastic.,4,2026-01-31,0.8548,0.9812,0.9307,POSITIVE
R280,B280,Seamlessly transitioned between genres to keep all demographics happy. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-04-01,0.9156,0.9834,0.9563,POSITIVE
R281,B281,Excellent entertainment! The acoustic set during dinner was the perfect touch of elegance. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-06-20,0.969,0.983,0.9774,POSITIVE
R282,B282,Really great performance overall. Their original material was a real talking point among our guests. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-03-11,0.919,0.9833,0.9576,POSITIVE
R283,B283,Superb performance from start to finish. Arrived a full hour early and set up without any fuss. The guests couldn't stop complimenting the entertainment.,5,2024-12-21,0.8629,0.9838,0.9354,POSITIVE
R284,B284,Wow. Just wow. The acoustic set during dinner was the perfect touch of elegance. If I could give six stars I would. Guests are still talking about it.,5,2024-06-24,0.9686,0.9828,0.9771,POSITIVE
R285,B285,Below expectations I'm afraid. Barely interacted with the audience and seemed disengaged. Sound issues throughout that were never properly resolved.,2,2024-09-01,0.4337,0.2306,0.3118,NEGATIVE
R286,B286,Arrived 45 minutes late with no apology or explanation. Several guests left before the set finished. Not the outcome we were hoping for.,2,2024-07-24,0.6962,0.2272,0.4148,NEUTRAL
R287,B287,Terrible experience. Quality was drastically below what the demo videos suggested. Asked for a refund and will be leaving reviews everywhere.,5,2025-03-29,0.2616,0.8719,0.6278,POSITIVE
R288,B288,Absolutely appalling. The performance lasted only 40 minutes despite booking a two-hour slot. Do not book under any circumstances.,4,2024-10-05,0.29,0.9695,0.6977,POSITIVE
R289,B289,"Exceptional talent. Perfectly punctual, impeccably presented, and artistically superb. They had the whole room on their feet within minutes. Truly memorable.",5,2024-10-11,0.9695,0.9824,0.9772,POSITIVE
R290,B290,"They interacted warmly with guests of all ages and backgrounds. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-10-12,0.9158,0.9829,0.956,POSITIVE
R291,B291,"The setlist skewed older than we requested, which divided the crowd a little. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2025-05-24,0.8953,0.5,0.6581,POSITIVE
R292,B292,"The acoustic set during dinner was the perfect touch of elegance. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-08-06,0.9584,0.9822,0.9727,POSITIVE
R293,B293,Great experience. Incredibly professional attitude from enquiry through to pack-down. They were accommodating with our song requests and the vibe was spot on.,4,2024-09-19,0.8124,0.9834,0.915,POSITIVE
R294,B294,Outstanding! They stayed thirty minutes over schedule — for free — because the crowd demanded it. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-12-05,0.9474,0.9835,0.9691,POSITIVE
R295,B295,Really great performance overall. The acoustic set during dinner was the perfect touch of elegance. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-06-26,0.9466,0.9831,0.9685,POSITIVE
R296,B296,"Perfectly punctual, impeccably presented, and artistically superb. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-05-17,0.9686,0.9822,0.9768,POSITIVE
R297,B297,Not up to the standard we needed for our event. Attitude was rude and dismissive when guests made requests. Guests noticed and commented on it.,2,2025-10-25,0.2706,0.2347,0.2491,NEGATIVE
R298,B298,High-quality entertainment. Played three of our requested songs and arranged them beautifully. Everything ran smoothly and the crowd response was fantastic.,4,2024-11-06,0.955,0.9819,0.9711,POSITIVE
R299,B299,Struggled to connect with the audience. The performance lasted only 40 minutes despite booking a two-hour slot. The energy just wasn't there on the night.,2,2025-04-23,0.4614,0.2289,0.3219,NEGATIVE
R300,B300,Disappointing experience unfortunately. Arrived 45 minutes late with no apology or explanation. We expected much better based on the profile.,2,2026-04-12,0.2847,0.7763,0.5797,NEUTRAL
R301,B301,Wow. Just wow. Crowd engagement was phenomenal — they read the room perfectly. If I could give six stars I would. Guests are still talking about it.,2,2026-06-09,0.9706,0.9831,0.9781,POSITIVE
R302,B302,Let down overall. Had to be asked repeatedly to adjust the volume to an acceptable level. The booking process was fine but the actual performance missed the mark.,2,2026-04-12,0.405,0.2339,0.3023,NEGATIVE
R303,B303,"Wow. Just wow. Perfectly punctual, impeccably presented, and artistically superb. If I could give six stars I would. Guests are still talking about it.",5,2026-03-10,0.9754,0.9833,0.9801,POSITIVE
R304,B304,Quality was drastically below what the demo videos suggested. Arrived late and the performance was below par. Wouldn't recommend for a formal event.,2,2024-07-21,0.3622,0.2307,0.2833,NEGATIVE
R305,B305,"Perfect in every way. Every single technical element was handled with care and expertise. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-09-02,0.9404,0.9829,0.9659,POSITIVE
R306,B306,"Fantastic night! Seamlessly transitioned between genres to keep all demographics happy. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-03-10,0.9568,0.983,0.9725,POSITIVE
R307,B307,Outstanding! The lighting rig they brought added a whole new dimension to the venue. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2024-08-28,0.917,0.982,0.956,POSITIVE
